texto,categoria,criterio,formato
Quiero un reporte de trámites general en ver,tramites,todos,pantalla
OBTENER REPORTE DE OPERADORES TODOS EN HOJA DE CÁLCULO,usuarios,todos,excel
Crear reporte de operador en en pdf,usuarios,todos,pdf
muéstrame un reporte de procesos en curso en ver,tramites,pendientes,pantalla
En formato json dame los funcionarios vencidos,usuarios,atrasados,pantalla
Sácame un reporte de peticiones total en formato portable,tramites,todos,pdf
crear reporte de usuarios en consola,usuarios,todos,pantalla
Generar un reporte de usuarios en pdf,usuarios,todos,pdf
Obtener reporte de trámite en hoja de cálculo,tramites,todos,excel
Exportar a archivo pdf los usuario,usuarios,todos,pdf
Generar un reporte de requisitos cualquiera en en pdf,documentos,todos,pdf
En formato pdf dame los solicitudes con retraso,tramites,atrasados,pdf
Necesito el reporte de flujos de trabajo completado en formato excel,tramites,completados,excel
Muéstrame un reporte de trámites pendientes en en excel!,tramites,pendientes,excel
Lista usuarios finales en pdf,clientes,todos,pdf
Por favor genera un reporte de política global en en pantalla,politicas,todos,pantalla
Obtener reporte de trámite activo en formato json!,tramites,pendientes,pantalla
Generar un reporte de empleado en formato excel,usuarios,todos,excel
Podrías generarme un reporte de personal general en documento word,usuarios,todos,word
Quiero exportar en formato json las solicitante demorado,clientes,atrasados,pantalla
Quiero exportar en documento editable las política de negocio sin terminar,politicas,pendientes,word
¿es posible obtener los personal todos en hoja de cálculo?,usuarios,todos,excel
Obtener reporte de usuarios finales terminado en en pantalla,clientes,completados,pantalla
Necesito el reporte de peticiones con retraso en word,tramites,atrasados,word
Muéstrame un reporte de políticas en excel.,politicas,todos,excel
Dame los peticiones en formato formato word,tramites,todos,word
Lista trámite completo documento editable!,tramites,todos,word
Quisiera ver la lista de flujos de trabajo sin terminar y bajarla en hoja excel,tramites,pendientes,excel
En formato docx dame los trámites con retraso,tramites,atrasados,word
listado reglas completados vista previa.,politicas,completados,pantalla
Quisiera ver la lista de solicitante procesando y bajarla en excel!,clientes,pendientes,excel
Exportar a en pdf los documentos vencidos.,documentos,atrasados,pdf
Necesito el reporte de reglas de negocio con retraso en formato pdf,politicas,atrasados,pdf
Descargar reporte de personal fuera de plazo en formato portable,usuarios,atrasados,pdf
¿es posible obtener los archivo terminado en formato word?.,documentos,completados,word
Generar un reporte de solicitudes en pantalla,tramites,todos,pantalla
Necesito exportar a pantalla el listado de flujos de trabajo total,tramites,todos,pantalla
quiero exportar en documento editable las ficheros sin terminar,documentos,pendientes,word
Quisiera ver la lista de documentos finalizado y bajarla en docx,documentos,completados,word
Muéstrame un reporte de funcionarios en visualizar.,usuarios,todos,pantalla
descargar reporte de archivo activo en hoja de cálculo.,documentos,pendientes,excel
Reporte procesos pdf!,tramites,todos,pdf
POR FAVOR GENERA UN REPORTE DE FLUJOS DE TRABAJO VENCIDO EN MOSTRAR,tramites,atrasados,pantalla
Obtener reporte de solicitantes resuelto en ver,clientes,completados,pantalla
En formato en excel dame los ciudadanos demorado,clientes,atrasados,excel
Quiero un reporte de reglas de negocio en proceso en documento pdf,politicas,pendientes,pdf
Descargar en xlsx el reporte de personal pendientes.,usuarios,pendientes,excel
Exportar a pdf los reglas.,politicas,todos,pdf
Necesito el reporte de usuario en formato json,usuarios,todos,pantalla
HAZME UN REPORTE DE DIAGRAMAS FINALIZADOS EN VISUALIZAR.,politicas,completados,pantalla
Lista personal visualizar,usuarios,todos,pantalla
Dame los solicitantes activo en formato documento editable,clientes,pendientes,word
Exportar a archivo pdf los clientes en progreso,clientes,pendientes,pdf
Lista documentos activo excel,documentos,pendientes,excel
Descargar en archivo pdf el reporte de diagramas de actividad con retraso,politicas,atrasados,pdf
Podrías generarme un reporte de documentos fuera de plazo en formato excel,documentos,atrasados,excel
Por favor genera un reporte de fichero demorado en excel,documentos,atrasados,excel
Quiero exportar en en pdf las personas pendientes,clientes,pendientes,pdf
Quiero un reporte de política de negocio atrasado en formato excel.,politicas,atrasados,excel
En documento editable quiero el reporte de flujos de trabajo todos,tramites,todos,word
lista peticiones resueltos hoja excel,tramites,completados,excel
Dame los papeles atrasados en formato formato json,documentos,atrasados,pantalla
Generar un reporte de solicitante en formato portable,clientes,todos,pdf
Necesito el reporte de empleados fuera de plazo en documento word,usuarios,atrasados,word
Datos diagramas de actividad sin terminar excel,politicas,pendientes,excel
Listado requisitos todas excel,documentos,todos,excel
Crear reporte de funcionarios en formato word,usuarios,todos,word
Obtener reporte de cliente demorado en json,clientes,atrasados,pantalla
En formato en excel dame los política de negocio terminados,politicas,completados,excel
Obtener reporte de documentos finalizado en excel,documentos,completados,excel
Hazme un reporte de procesos aprobado en documento editable,tramites,completados,word
Sácame un reporte de personas completo en docx,clientes,todos,word
Necesito el reporte de personal en visualizar.,usuarios,todos,pantalla
Generar un reporte de usuarios resueltos en formato word,usuarios,completados,word
Podrías generarme un reporte de funcionarios vencidos en archivo word,usuarios,atrasados,word
Muéstrame un reporte de ciudadanos en pdf,clientes,todos,pdf
listado política de negocio vencidos word,politicas,atrasados,word
¿cómo puedo ver el reporte de requisitos pendiente en hoja de cálculo?,documentos,pendientes,excel
Quiero un reporte de cliente pendiente en pantalla,clientes,pendientes,pantalla
Lista usuario hoja de cálculo,usuarios,todos,excel
Muéstrame un reporte de archivos en archivo word,documentos,todos,word
Exportar a pantalla los trámite,tramites,todos,pantalla
¿cómo puedo ver el reporte de cliente global en consola?.,clientes,todos,pantalla
reporte empleado documento pdf,usuarios,todos,pdf
En formato formato portable dame los trámite vencido,tramites,atrasados,pdf
Quiero exportar en json las documentos con demora,documentos,atrasados,pantalla
Crear reporte de cliente atrasados en mostrar,clientes,atrasados,pantalla
Descargar reporte de usuarios finales en archivo pdf,clientes,todos,pdf
Dame los funcionarios en formato xlsx,usuarios,todos,excel
Quiero exportar en formato word las fichero vencido,documentos,atrasados,word
Dame los diagramas aprobados en formato pdf,politicas,completados,pdf
necesito el reporte de ciudadanos demorado en en excel,clientes,atrasados,excel
Necesito el reporte de políticas en formato excel,politicas,todos,excel
reporte solicitantes sin filtros hoja excel,clientes,todos,excel
Descargar reporte de adjuntos pendientes en formato excel,documentos,pendientes,excel
Dame los política de negocio sin terminar en formato en excel,politicas,pendientes,excel
Obtener reporte de requisitos en formato portable,documentos,todos,pdf
DESCARGAR REPORTE DE CASOS APROBADO EN JSON,tramites,completados,pantalla
Muéstrame un reporte de reglas finalizados en pdf,politicas,completados,pdf
Muéstrame un reporte de operador completo en en excel,usuarios,todos,excel
Necesito el reporte de usuario en excel.,usuarios,todos,excel
Hazme un reporte de empleados completados en visualizar,usuarios,completados,pantalla
Quiero un reporte de operador pendientes en formato pdf!,usuarios,pendientes,pdf
datos política de negocio todas formato pdf,politicas,todos,pdf
Exportar a pantalla los diagramas,politicas,todos,pantalla
HAZME UN REPORTE DE ARCHIVOS VENCIDO EN FORMATO EXCEL,documentos,atrasados,excel
Datos reglas general mostrar,politicas,todos,pantalla
QUIERO EXPORTAR EN FORMATO PDF LAS PERSONAL SIN TERMINAR,usuarios,pendientes,pdf
Listado peticiones aprobados json,tramites,completados,pantalla
Generar un reporte de flujos de trabajo en en excel,tramites,todos,excel
Descargar en consola el reporte de empleados todas!,usuarios,todos,pantalla
¿cómo puedo ver el reporte de operadores demorado en en pdf?.,usuarios,atrasados,pdf
dame los usuarios finales en formato vista previa,clientes,todos,pantalla
Sácame un reporte de reglas general en excel,politicas,todos,excel
Datos requisitos activos consola,documentos,pendientes,pantalla
Necesito el reporte de reglas en consola,politicas,todos,pantalla
Datos empleados pendiente documento editable,usuarios,pendientes,word
Quiero exportar en documento word las reglas de negocio en proceso!,politicas,pendientes,word
¿es posible obtener los política pendientes en archivo excel?,politicas,pendientes,excel
Generar un reporte de archivo finalizados en pdf,documentos,completados,pdf
Datos documentos vencido en pantalla,documentos,atrasados,pantalla
POR FAVOR GENERA UN REPORTE DE SOLICITANTE RESUELTO EN DOCX,clientes,completados,word
Dame los funcionarios general en formato archivo pdf,usuarios,todos,pdf
Generar un reporte de papeles en hoja excel,documentos,todos,excel
Obtener reporte de políticas de negocio resueltos en consola,politicas,completados,pantalla
Hazme un reporte de empleados terminado en en excel,usuarios,completados,excel
Quiero un reporte de trámite en documento editable,tramites,todos,word
Quiero un reporte de ficheros en json,documentos,todos,pantalla
¿cómo puedo ver el reporte de políticas de negocio todos en formato json?,politicas,todos,pantalla
listado políticas vencido en excel,politicas,atrasados,excel
Sácame un reporte de funcionario tardíos en hoja excel,usuarios,atrasados,excel
¿es posible obtener los empleado lista completa en vista previa?,usuarios,todos,pantalla
Por favor genera un reporte de documentos en progreso en excel,documentos,pendientes,excel
Quiero un reporte de trámite en en pdf,tramites,todos,pdf
necesito el reporte de ciudadanos en en word,clientes,todos,word
Sácame un reporte de funcionarios activo en formato portable,usuarios,pendientes,pdf
Exportar a pantalla los política de negocio finalizado!,politicas,completados,pantalla
Obtener reporte de políticas resuelto en pantalla,politicas,completados,pantalla
Quiero un reporte de usuarios en documento editable,usuarios,todos,word
Descargar reporte de procesos total en consola,tramites,todos,pantalla
Reporte empleado mostrar,usuarios,todos,pantalla
Necesito el reporte de archivos finalizados en en pdf,documentos,completados,pdf
Necesito exportar a en word el listado de política de negocio finalizado,politicas,completados,word
Crear reporte de documento atrasado en excel.,documentos,atrasados,excel
DESCARGAR REPORTE DE USUARIO EN PDF,usuarios,todos,pdf
¿cómo puedo ver el reporte de ficheros terminado en formato pdf?,documentos,completados,pdf
Quiero exportar en mostrar las requisitos activo.,documentos,pendientes,pantalla
Hazme un reporte de usuario en curso en xlsx,usuarios,pendientes,excel
Reporte personas formato excel,clientes,todos,excel
GENERAR UN REPORTE DE SOLICITUDES RESUELTO EN EN PANTALLA,tramites,completados,pantalla
Dame los políticas en formato docx,politicas,todos,word
En formato documento word dame los requisitos activos,documentos,pendientes,word
Quisiera ver la lista de operadores pendiente y bajarla en documento pdf!,usuarios,pendientes,pdf
¿cómo puedo ver el reporte de empleados pendiente en excel?,usuarios,pendientes,excel
Necesito exportar a en word el listado de requisitos finalizado,documentos,completados,word
Muéstrame un reporte de políticas de negocio aprobados en en excel,politicas,completados,excel
Descargar reporte de política finalizado en formato portable!,politicas,completados,pdf
podrías generarme un reporte de políticas pendiente en xlsx,politicas,pendientes,excel
Necesito el reporte de personal en documento editable,usuarios,todos,word
